Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
Chlamydia,2009,Idaho,16,15-19,All races/ethnicities,Both sexes,"1,361",1190,"114,367"
Chlamydia,2008,Idaho,16,15-19,All races/ethnicities,Both sexes,"1,410",1226.8,"114,933"
Chlamydia,2007,Idaho,16,15-19,All races/ethnicities,Both sexes,"1,189",1043.2,"113,975"
Chlamydia,2006,Idaho,16,15-19,All races/ethnicities,Both sexes,"1,000",886.1,"112,857"
Chlamydia,2005,Idaho,16,15-19,All races/ethnicities,Both sexes,885,793.4,"111,539"
Chlamydia,2004,Idaho,16,15-19,All races/ethnicities,Both sexes,862,781.7,"110,276"
Chlamydia,2003,Idaho,16,15-19,All races/ethnicities,Both sexes,811,737.6,"109,953"
Chlamydia,2002,Idaho,16,15-19,All races/ethnicities,Both sexes,919,828.7,"110,894"
Chlamydia,2001,Idaho,16,15-19,All races/ethnicities,Both sexes,817,730.1,"111,902"
Chlamydia,2000,Idaho,16,15-19,All races/ethnicities,Both sexes,739,662.3,"111,588"
Gonorrhea,2019,Illinois,17,15-19,All races/ethnicities,Both sexes,"5,303",644.6,"822,630"
Gonorrhea,2018,Illinois,17,15-19,All races/ethnicities,Both sexes,"4,857",587,"827,427"
Gonorrhea,2017,Illinois,17,15-19,All races/ethnicities,Both sexes,"4,867",583,"834,840"
Gonorrhea,2016,Illinois,17,15-19,All races/ethnicities,Both sexes,"4,505",534.1,"843,442"
Gonorrhea,2015,Illinois,17,15-19,All races/ethnicities,Both sexes,"4,013",471.3,"851,546"
Gonorrhea,2014,Illinois,17,15-19,All races/ethnicities,Both sexes,"4,069",472.8,"860,613"
Gonorrhea,2013,Illinois,17,15-19,All races/ethnicities,Both sexes,"4,753",542.8,"875,634"
Gonorrhea,2012,Illinois,17,15-19,All races/ethnicities,Both sexes,"5,549",622.6,"891,235"
Gonorrhea,2011,Illinois,17,15-19,All races/ethnicities,Both sexes,"5,625",619.5,"908,026"
Gonorrhea,2010,Illinois,17,15-19,All races/ethnicities,Both sexes,"5,210",566.2,"920,230"
Gonorrhea,2009,Illinois,17,15-19,All races/ethnicities,Both sexes,"5,984",644.8,"928,098"
Gonorrhea,2008,Illinois,17,15-19,All races/ethnicities,Both sexes,"6,321",678.2,"932,071"
Gonorrhea,2007,Illinois,17,15-19,All races/ethnicities,Both sexes,"6,364",683.9,"930,502"
Gonorrhea,2006,Illinois,17,15-19,All races/ethnicities,Both sexes,"5,844",632.8,"923,579"
Gonorrhea,2005,Illinois,17,15-19,All races/ethnicities,Both sexes,"5,750",627.6,"916,254"
Gonorrhea,2004,Illinois,17,15-19,All races/ethnicities,Both sexes,"5,693",627.4,"907,401"
Gonorrhea,2003,Illinois,17,15-19,All races/ethnicities,Both sexes,"6,086",678.2,"897,436"
Gonorrhea,2002,Illinois,17,15-19,All races/ethnicities,Both sexes,"6,542",730.2,"895,894"
Gonorrhea,2001,Illinois,17,15-19,All races/ethnicities,Both sexes,"6,387",711.9,"897,147"
Gonorrhea,2000,Illinois,17,15-19,All races/ethnicities,Both sexes,"5,963",664.3,"897,570"
Chlamydia,2019,Illinois,17,15-19,All races/ethnicities,Both sexes,"20,780",2526,"822,630"
Chlamydia,2018,Illinois,17,15-19,All races/ethnicities,Both sexes,"20,523",2480.3,"827,427"
Chlamydia,2017,Illinois,17,15-19,All races/ethnicities,Both sexes,"19,917",2385.7,"834,840"
Chlamydia,2016,Illinois,17,15-19,All races/ethnicities,Both sexes,"19,513",2313.5,"843,442"
Chlamydia,2015,Illinois,17,15-19,All races/ethnicities,Both sexes,"19,260",2261.8,"851,546"
Chlamydia,2014,Illinois,17,15-19,All races/ethnicities,Both sexes,"19,531",2269.4,"860,613"
Chlamydia,2013,Illinois,17,15-19,All races/ethnicities,Both sexes,"20,434",2333.6,"875,634"
Chlamydia,2012,Illinois,17,15-19,All races/ethnicities,Both sexes,"23,274",2611.4,"891,235"
Chlamydia,2011,Illinois,17,15-19,All races/ethnicities,Both sexes,"22,997",2532.6,"908,026"
Chlamydia,2010,Illinois,17,15-19,All races/ethnicities,Both sexes,"21,828",2372,"920,230"
Chlamydia,2009,Illinois,17,15-19,All races/ethnicities,Both sexes,"21,032",2266.1,"928,098"
Chlamydia,2008,Illinois,17,15-19,All races/ethnicities,Both sexes,"20,998",2252.8,"932,071"
Chlamydia,2007,Illinois,17,15-19,All races/ethnicities,Both sexes,"19,085",2051,"930,502"
Chlamydia,2006,Illinois,17,15-19,All races/ethnicities,Both sexes,"18,070",1956.5,"923,579"
Chlamydia,2005,Illinois,17,15-19,All races/ethnicities,Both sexes,"17,294",1887.5,"916,254"
Chlamydia,2004,Illinois,17,15-19,All races/ethnicities,Both sexes,"15,728",1733.3,"907,401"
Chlamydia,2003,Illinois,17,15-19,All races/ethnicities,Both sexes,"16,069",1790.5,"897,436"
Chlamydia,2002,Illinois,17,15-19,All races/ethnicities,Both sexes,"15,896",1774.3,"895,894"
Chlamydia,2001,Illinois,17,15-19,All races/ethnicities,Both sexes,"15,122",1685.6,"897,147"
Chlamydia,2000,Illinois,17,15-19,All races/ethnicities,Both sexes,"13,391",1491.9,"897,570"
Gonorrhea,2019,Indiana,18,15-19,All races/ethnicities,Both sexes,"2,158",471.4,"457,749"
Gonorrhea,2018,Indiana,18,15-19,All races/ethnicities,Both sexes,"2,220",485.5,"457,214"
Gonorrhea,2017,Indiana,18,15-19,All races/ethnicities,Both sexes,"2,445",535.5,"456,584"
Gonorrhea,2016,Indiana,18,15-19,All races/ethnicities,Both sexes,"1,843",402.4,"458,046"
Gonorrhea,2015,Indiana,18,15-19,All races/ethnicities,Both sexes,"1,630",357.6,"455,847"
Gonorrhea,2014,Indiana,18,15-19,All races/ethnicities,Both sexes,"1,620",355.6,"455,616"
Gonorrhea,2013,Indiana,18,15-19,All races/ethnicities,Both sexes,"1,716",375.2,"457,306"
Gonorrhea,2012,Indiana,18,15-19,All races/ethnicities,Both sexes,"1,826",397.1,"459,842"
Gonorrhea,2011,Indiana,18,15-19,All races/ethnicities,Both sexes,"1,776",379.3,"468,226"
Gonorrhea,2010,Indiana,18,15-19,All races/ethnicities,Both sexes,"1,814",382.3,"474,474"
Gonorrhea,2009,Indiana,18,15-19,All races/ethnicities,Both sexes,"1,961",424.3,"462,119"
Gonorrhea,2008,Indiana,18,15-19,All races/ethnicities,Both sexes,"2,396",516.6,"463,794"
Gonorrhea,2007,Indiana,18,15-19,All races/ethnicities,Both sexes,"2,317",501.5,"461,986"
Gonorrhea,2006,Indiana,18,15-19,All races/ethnicities,Both sexes,"2,305",502.8,"458,434"
Gonorrhea,2005,Indiana,18,15-19,All races/ethnicities,Both sexes,"2,215",487.8,"454,094"
Gonorrhea,2004,Indiana,18,15-19,All races/ethnicities,Both sexes,"1,849",411.4,"449,453"
Gonorrhea,2003,Indiana,18,15-19,All races/ethnicities,Both sexes,"1,738",388.5,"447,409"
Gonorrhea,2002,Indiana,18,15-19,All races/ethnicities,Both sexes,"2,029",453,"447,908"
Gonorrhea,2001,Indiana,18,15-19,All races/ethnicities,Both sexes,"1,940",429.1,"452,105"
Gonorrhea,2000,Indiana,18,15-19,All races/ethnicities,Both sexes,"1,923",422.6,"455,013"
Chlamydia,2019,Indiana,18,15-19,All races/ethnicities,Both sexes,"10,244",2237.9,"457,749"
Chlamydia,2018,Indiana,18,15-19,All races/ethnicities,Both sexes,"10,105",2210.1,"457,214"
Chlamydia,2017,Indiana,18,15-19,All races/ethnicities,Both sexes,"9,817",2150.1,"456,584"
Chlamydia,2016,Indiana,18,15-19,All races/ethnicities,Both sexes,"8,557",1868.2,"458,046"
Chlamydia,2015,Indiana,18,15-19,All races/ethnicities,Both sexes,"8,027",1760.9,"455,847"
Chlamydia,2014,Indiana,18,15-19,All races/ethnicities,Both sexes,"8,205",1800.9,"455,616"
Chlamydia,2013,Indiana,18,15-19,All races/ethnicities,Both sexes,"8,590",1878.4,"457,306"
Chlamydia,2012,Indiana,18,15-19,All races/ethnicities,Both sexes,"9,762",2122.9,"459,842"
Chlamydia,2011,Indiana,18,15-19,All races/ethnicities,Both sexes,"9,497",2028.3,"468,226"
Chlamydia,2010,Indiana,18,15-19,All races/ethnicities,Both sexes,"7,999",1685.9,"474,474"
Chlamydia,2009,Indiana,18,15-19,All races/ethnicities,Both sexes,"7,658",1657.1,"462,119"
Chlamydia,2008,Indiana,18,15-19,All races/ethnicities,Both sexes,"7,946",1713.3,"463,794"
Chlamydia,2007,Indiana,18,15-19,All races/ethnicities,Both sexes,"7,148",1547.2,"461,986"
Chlamydia,2006,Indiana,18,15-19,All races/ethnicities,Both sexes,"6,772",1477.2,"458,434"
Chlamydia,2005,Indiana,18,15-19,All races/ethnicities,Both sexes,"7,000",1541.5,"454,094"
Chlamydia,2004,Indiana,18,15-19,All races/ethnicities,Both sexes,"6,804",1513.8,"449,453"
Chlamydia,2003,Indiana,18,15-19,All races/ethnicities,Both sexes,"6,088",1360.7,"447,409"
Chlamydia,2002,Indiana,18,15-19,All races/ethnicities,Both sexes,"5,990",1337.3,"447,908"
Chlamydia,2001,Indiana,18,15-19,All races/ethnicities,Both sexes,"5,583",1234.9,"452,105"
Chlamydia,2000,Indiana,18,15-19,All races/ethnicities,Both sexes,"5,347",1175.1,"455,013"
Gonorrhea,2019,Iowa,19,15-19,All races/ethnicities,Both sexes,821,386.9,"212,204"
Gonorrhea,2018,Iowa,19,15-19,All races/ethnicities,Both sexes,745,350.8,"212,364"
Gonorrhea,2017,Iowa,19,15-19,All races/ethnicities,Both sexes,620,290.1,"213,731"
Gonorrhea,2016,Iowa,19,15-19,All races/ethnicities,Both sexes,472,220.3,"214,278"
Gonorrhea,2015,Iowa,19,15-19,All races/ethnicities,Both sexes,413,192.6,"214,441"
Gonorrhea,2014,Iowa,19,15-19,All races/ethnicities,Both sexes,346,161.8,"213,842"
Gonorrhea,2013,Iowa,19,15-19,All races/ethnicities,Both sexes,321,150.2,"213,746"
Gonorrhea,2012,Iowa,19,15-19,All races/ethnicities,Both sexes,484,226.3,"213,840"
Gonorrhea,2011,Iowa,19,15-19,All races/ethnicities,Both sexes,548,253,"216,580"
Gonorrhea,2010,Iowa,19,15-19,All races/ethnicities,Both sexes,520,239.8,"216,842"
Gonorrhea,2009,Iowa,19,15-19,All races/ethnicities,Both sexes,509,233.5,"217,969"
Gonorrhea,2008,Iowa,19,15-19,All races/ethnicities,Both sexes,490,223.3,"219,433"
Gonorrhea,2007,Iowa,19,15-19,All races/ethnicities,Both sexes,542,246.8,"219,580"
Gonorrhea,2006,Iowa,19,15-19,All races/ethnicities,Both sexes,640,292,"219,148"
Gonorrhea,2005,Iowa,19,15-19,All races/ethnicities,Both sexes,407,186.3,"218,493"
Gonorrhea,2004,Iowa,19,15-19,All races/ethnicities,Both sexes,370,168.7,"219,363"
Gonorrhea,2003,Iowa,19,15-19,All races/ethnicities,Both sexes,396,179.9,"220,156"
Gonorrhea,2002,Iowa,19,15-19,All races/ethnicities,Both sexes,416,186.4,"223,136"
Gonorrhea,2001,Iowa,19,15-19,All races/ethnicities,Both sexes,382,168.2,"227,061"
Gonorrhea,2000,Iowa,19,15-19,All races/ethnicities,Both sexes,431,189.9,"226,933"
Chlamydia,2019,Iowa,19,15-19,All races/ethnicities,Both sexes,"4,438",2091.4,"212,204"
Chlamydia,2018,Iowa,19,15-19,All races/ethnicities,Both sexes,"4,061",1912.3,"212,364"
Chlamydia,2017,Iowa,19,15-19,All races/ethnicities,Both sexes,"3,863",1807.4,"213,731"
Chlamydia,2016,Iowa,19,15-19,All races/ethnicities,Both sexes,"3,613",1686.1,"214,278"
Chlamydia,2015,Iowa,19,15-19,All races/ethnicities,Both sexes,"3,292",1535.2,"214,441"
Chlamydia,2014,Iowa,19,15-19,All races/ethnicities,Both sexes,"3,160",1477.7,"213,842"
Chlamydia,2013,Iowa,19,15-19,All races/ethnicities,Both sexes,"3,146",1471.8,"213,746"
Chlamydia,2012,Iowa,19,15-19,All races/ethnicities,Both sexes,"3,483",1628.8,"213,840"
Chlamydia,2011,Iowa,19,15-19,All races/ethnicities,Both sexes,"3,421",1579.6,"216,580"
Chlamydia,2010,Iowa,19,15-19,All races/ethnicities,Both sexes,"3,563",1643.1,"216,842"
Chlamydia,2009,Iowa,19,15-19,All races/ethnicities,Both sexes,"3,230",1481.9,"217,969"
Chlamydia,2008,Iowa,19,15-19,All races/ethnicities,Both sexes,"3,155",1437.8,"219,433"
Chlamydia,2007,Iowa,19,15-19,All races/ethnicities,Both sexes,"2,907",1323.9,"219,580"
Chlamydia,2006,Iowa,19,15-19,All races/ethnicities,Both sexes,"2,743",1251.7,"219,148"
Chlamydia,2005,Iowa,19,15-19,All races/ethnicities,Both sexes,"2,522",1154.3,"218,493"
Chlamydia,2004,Iowa,19,15-19,All races/ethnicities,Both sexes,"2,456",1119.6,"219,363"
Chlamydia,2003,Iowa,19,15-19,All races/ethnicities,Both sexes,"2,220",1008.4,"220,156"
Chlamydia,2002,Iowa,19,15-19,All races/ethnicities,Both sexes,"2,120",950.1,"223,136"
Chlamydia,2001,Iowa,19,15-19,All races/ethnicities,Both sexes,"2,045",900.6,"227,061"
Chlamydia,2000,Iowa,19,15-19,All races/ethnicities,Both sexes,"2,274",1002.1,"226,933"
Gonorrhea,2019,Kansas,20,15-19,All races/ethnicities,Both sexes,923,460.4,"200,494"
Gonorrhea,2018,Kansas,20,15-19,All races/ethnicities,Both sexes,982,489.4,"200,646"
Gonorrhea,2017,Kansas,20,15-19,All races/ethnicities,Both sexes,872,435.7,"200,147"
Gonorrhea,2016,Kansas,20,15-19,All races/ethnicities,Both sexes,584,290.9,"200,782"
Gonorrhea,2015,Kansas,20,15-19,All races/ethnicities,Both sexes,432,215.5,"200,465"
Gonorrhea,2014,Kansas,20,15-19,All races/ethnicities,Both sexes,489,244.8,"199,728"
Gonorrhea,2013,Kansas,20,15-19,All races/ethnicities,Both sexes,421,210.6,"199,895"
Gonorrhea,2012,Kansas,20,15-19,All races/ethnicities,Both sexes,487,242.4,"200,949"
Gonorrhea,2011,Kansas,20,15-19,All races/ethnicities,Both sexes,504,248,"203,234"
Gonorrhea,2010,Kansas,20,15-19,All races/ethnicities,Both sexes,494,242,"204,122"
Gonorrhea,2009,Kansas,20,15-19,All races/ethnicities,Both sexes,718,358,"200,561"
Gonorrhea,2008,Kansas,20,15-19,All races/ethnicities,Both sexes,652,322.9,"201,930"
Gonorrhea,2007,Kansas,20,15-19,All races/ethnicities,Both sexes,631,309.6,"203,818"
Gonorrhea,2006,Kansas,20,15-19,All races/ethnicities,Both sexes,556,271.8,"204,564"
Gonorrhea,2005,Kansas,20,15-19,All races/ethnicities,Both sexes,688,332.8,"206,702"
Gonorrhea,2004,Kansas,20,15-19,All races/ethnicities,Both sexes,735,354.7,"207,236"
Gonorrhea,2003,Kansas,20,15-19,All races/ethnicities,Both sexes,769,368.1,"208,890"
Gonorrhea,2002,Kansas,20,15-19,All races/ethnicities,Both sexes,756,358.2,"211,073"
Gonorrhea,2001,Kansas,20,15-19,All races/ethnicities,Both sexes,786,369.7,"212,598"
Gonorrhea,2000,Kansas,20,15-19,All races/ethnicities,Both sexes,839,398.1,"210,773"
Chlamydia,2019,Kansas,20,15-19,All races/ethnicities,Both sexes,"4,315",2152.2,"200,494"
Chlamydia,2018,Kansas,20,15-19,All races/ethnicities,Both sexes,"4,142",2064.3,"200,646"
Chlamydia,2017,Kansas,20,15-19,All races/ethnicities,Both sexes,"3,865",1931.1,"200,147"
Chlamydia,2016,Kansas,20,15-19,All races/ethnicities,Both sexes,"3,543",1764.6,"200,782"
Chlamydia,2015,Kansas,20,15-19,All races/ethnicities,Both sexes,"3,278",1635.2,"200,465"
Chlamydia,2014,Kansas,20,15-19,All races/ethnicities,Both sexes,"3,154",1579.1,"199,728"
Chlamydia,2013,Kansas,20,15-19,All races/ethnicities,Both sexes,"3,194",1597.8,"199,895"
Chlamydia,2012,Kansas,20,15-19,All races/ethnicities,Both sexes,"3,478",1730.8,"200,949"
Chlamydia,2011,Kansas,20,15-19,All races/ethnicities,Both sexes,"3,428",1686.7,"203,234"
Chlamydia,2010,Kansas,20,15-19,All races/ethnicities,Both sexes,"3,144",1540.3,"204,122"
Chlamydia,2009,Kansas,20,15-19,All races/ethnicities,Both sexes,"3,431",1710.7,"200,561"
Chlamydia,2008,Kansas,20,15-19,All races/ethnicities,Both sexes,"3,160",1564.9,"201,930"
Chlamydia,2007,Kansas,20,15-19,All races/ethnicities,Both sexes,"2,764",1356.1,"203,818"
Chlamydia,2006,Kansas,20,15-19,All races/ethnicities,Both sexes,"2,663",1301.8,"204,564"
Chlamydia,2005,Kansas,20,15-19,All races/ethnicities,Both sexes,"2,465",1192.5,"206,702"
Chlamydia,2004,Kansas,20,15-19,All races/ethnicities,Both sexes,"2,644",1275.8,"207,236"
Chlamydia,2003,Kansas,20,15-19,All races/ethnicities,Both sexes,"2,662",1274.4,"208,890"
Chlamydia,2002,Kansas,20,15-19,All races/ethnicities,Both sexes,"2,525",1196.3,"211,073"
Chlamydia,2001,Kansas,20,15-19,All races/ethnicities,Both sexes,"2,283",1073.9,"212,598"
Chlamydia,2000,Kansas,20,15-19,All races/ethnicities,Both sexes,"2,406",1141.5,"210,773"
Gonorrhea,2019,Kentucky,21,15-19,All races/ethnicities,Both sexes,"1,132",395.9,"285,907"
Gonorrhea,2018,Kentucky,21,15-19,All races/ethnicities,Both sexes,"1,174",410.2,"286,185"
Gonorrhea,2017,Kentucky,21,15-19,All races/ethnicities,Both sexes,"1,343",467.3,"287,406"
Gonorrhea,2016,Kentucky,21,15-19,All races/ethnicities,Both sexes,998,347.3,"287,382"
Gonorrhea,2015,Kentucky,21,15-19,All races/ethnicities,Both sexes,890,310.9,"286,276"
Gonorrhea,2014,Kentucky,21,15-19,All races/ethnicities,Both sexes,815,286.7,"284,245"
Gonorrhea,2013,Kentucky,21,15-19,All races/ethnicities,Both sexes,916,320.6,"285,717"
Gonorrhea,2012,Kentucky,21,15-19,All races/ethnicities,Both sexes,981,342.9,"286,099"
Gonorrhea,2011,Kentucky,21,15-19,All races/ethnicities,Both sexes,"1,290",443.6,"290,834"
Gonorrhea,2010,Kentucky,21,15-19,All races/ethnicities,Both sexes,"1,199",404.6,"296,358"
Gonorrhea,2009,Kentucky,21,15-19,All races/ethnicities,Both sexes,"1,073",370.4,"289,668"
Gonorrhea,2008,Kentucky,21,15-19,All races/ethnicities,Both sexes,"1,174",402.7,"291,496"
Gonorrhea,2007,Kentucky,21,15-19,All races/ethnicities,Both sexes,895,309.3,"289,340"
Gonorrhea,2006,Kentucky,21,15-19,All races/ethnicities,Both sexes,797,278.1,"286,550"
Gonorrhea,2005,Kentucky,21,15-19,All races/ethnicities,Both sexes,772,271.9,"283,909"
Gonorrhea,2004,Kentucky,21,15-19,All races/ethnicities,Both sexes,738,263.1,"280,483"
Gonorrhea,2003,Kentucky,21,15-19,All races/ethnicities,Both sexes,949,338.2,"280,639"
Gonorrhea,2002,Kentucky,21,15-19,All races/ethnicities,Both sexes,"1,019",361.2,"282,120"
Gonorrhea,2001,Kentucky,21,15-19,All races/ethnicities,Both sexes,960,337.7,"284,254"
Gonorrhea,2000,Kentucky,21,15-19,All races/ethnicities,Both sexes,"1,063",366.8,"289,771"
Chlamydia,2019,Kentucky,21,15-19,All races/ethnicities,Both sexes,"5,939",2077.2,"285,907"
Chlamydia,2018,Kentucky,21,15-19,All races/ethnicities,Both sexes,"5,220",1824,"286,185"
Chlamydia,2017,Kentucky,21,15-19,All races/ethnicities,Both sexes,"5,807",2020.5,"287,406"
Chlamydia,2016,Kentucky,21,15-19,All races/ethnicities,Both sexes,"5,043",1754.8,"287,382"
Chlamydia,2015,Kentucky,21,15-19,All races/ethnicities,Both sexes,"4,835",1688.9,"286,276"
Chlamydia,2014,Kentucky,21,15-19,All races/ethnicities,Both sexes,"4,999",1758.7,"284,245"
Chlamydia,2013,Kentucky,21,15-19,All races/ethnicities,Both sexes,"5,111",1788.8,"285,717"
Chlamydia,2012,Kentucky,21,15-19,All races/ethnicities,Both sexes,"5,659",1978,"286,099"
Chlamydia,2011,Kentucky,21,15-19,All races/ethnicities,Both sexes,"5,646",1941.3,"290,834"
Chlamydia,2010,Kentucky,21,15-19,All races/ethnicities,Both sexes,"5,817",1962.8,"296,358"
Chlamydia,2009,Kentucky,21,15-19,All races/ethnicities,Both sexes,"4,826",1666,"289,668"
Chlamydia,2008,Kentucky,21,15-19,All races/ethnicities,Both sexes,"4,374",1500.5,"291,496"
Chlamydia,2007,Kentucky,21,15-19,All races/ethnicities,Both sexes,"3,060",1057.6,"289,340"
Chlamydia,2006,Kentucky,21,15-19,All races/ethnicities,Both sexes,"3,092",1079,"286,550"
Chlamydia,2005,Kentucky,21,15-19,All races/ethnicities,Both sexes,"2,977",1048.6,"283,909"
Chlamydia,2004,Kentucky,21,15-19,All races/ethnicities,Both sexes,"2,358",840.7,"280,483"
Chlamydia,2003,Kentucky,21,15-19,All races/ethnicities,Both sexes,"3,054",1088.2,"280,639"
Chlamydia,2002,Kentucky,21,15-19,All races/ethnicities,Both sexes,"3,348",1186.7,"282,120"
Chlamydia,2001,Kentucky,21,15-19,All races/ethnicities,Both sexes,"3,483",1225.3,"284,254"
Chlamydia,2000,Kentucky,21,15-19,All races/ethnicities,Both sexes,"3,339",1152.3,"289,771"
Gonorrhea,2019,Louisiana,22,15-19,All races/ethnicities,Both sexes,"2,779",945.7,"293,860"
Gonorrhea,2018,Louisiana,22,15-19,All races/ethnicities,Both sexes,"2,751",928.3,"296,334"
Gonorrhea,2017,Louisiana,22,15-19,All races/ethnicities,Both sexes,"2,812",941.1,"298,806"
Gonorrhea,2016,Louisiana,22,15-19,All races/ethnicities,Both sexes,"2,675",887.7,"301,345"
Gonorrhea,2015,Louisiana,22,15-19,All races/ethnicities,Both sexes,"2,833",943.2,"300,356"
Gonorrhea,2014,Louisiana,22,15-19,All races/ethnicities,Both sexes,"2,486",830.6,"299,292"
Gonorrhea,2013,Louisiana,22,15-19,All races/ethnicities,Both sexes,"2,586",856.9,"301,778"
Gonorrhea,2012,Louisiana,22,15-19,All races/ethnicities,Both sexes,"2,793",913.9,"305,623"
Gonorrhea,2011,Louisiana,22,15-19,All races/ethnicities,Both sexes,"2,976",951.5,"312,767"
Gonorrhea,2010,Louisiana,22,15-19,All races/ethnicities,Both sexes,"2,804",865.3,"324,052"
Gonorrhea,2009,Louisiana,22,15-19,All races/ethnicities,Both sexes,"2,667",821.1,"324,799"
Gonorrhea,2008,Louisiana,22,15-19,All races/ethnicities,Both sexes,"2,773",844.7,"328,290"
Gonorrhea,2007,Louisiana,22,15-19,All races/ethnicities,Both sexes,"3,209",988.6,"324,599"
Gonorrhea,2006,Louisiana,22,15-19,All races/ethnicities,Both sexes,"3,036",956.1,"317,532"
Gonorrhea,2005,Louisiana,22,15-19,All races/ethnicities,Both sexes,"2,620",772.3,"339,253"
Gonorrhea,2004,Louisiana,22,15-19,All races/ethnicities,Both sexes,"3,121",910,"342,964"
Gonorrhea,2003,Louisiana,22,15-19,All races/ethnicities,Both sexes,"3,474",1003,"346,350"
Gonorrhea,2002,Louisiana,22,15-19,All races/ethnicities,Both sexes,"3,595",1019.6,"352,596"
Gonorrhea,2001,Louisiana,22,15-19,All races/ethnicities,Both sexes,"3,837",1070.9,"358,283"
Gonorrhea,2000,Louisiana,22,15-19,All races/ethnicities,Both sexes,"4,267",1165.2,"366,202"
Chlamydia,2019,Louisiana,22,15-19,All races/ethnicities,Both sexes,"11,755",4000.2,"293,860"
Chlamydia,2018,Louisiana,22,15-19,All races/ethnicities,Both sexes,"11,784",3976.6,"296,334"
Chlamydia,2017,Louisiana,22,15-19,All races/ethnicities,Both sexes,"11,220",3754.9,"298,806"
Chlamydia,2016,Louisiana,22,15-19,All races/ethnicities,Both sexes,"10,106",3353.6,"301,345"
Chlamydia,2015,Louisiana,22,15-19,All races/ethnicities,Both sexes,"10,378",3455.2,"300,356"
Chlamydia,2014,Louisiana,22,15-19,All races/ethnicities,Both sexes,"9,369",3130.4,"299,292"
Chlamydia,2013,Louisiana,22,15-19,All races/ethnicities,Both sexes,"9,399",3114.5,"301,778"
Chlamydia,2012,Louisiana,22,15-19,All races/ethnicities,Both sexes,"9,478",3101.2,"305,623"
Chlamydia,2011,Louisiana,22,15-19,All races/ethnicities,Both sexes,"11,390",3641.7,"312,767"
Chlamydia,2010,Louisiana,22,15-19,All races/ethnicities,Both sexes,"10,406",3211.2,"324,052"
Chlamydia,2009,Louisiana,22,15-19,All races/ethnicities,Both sexes,"9,641",2968.3,"324,799"
Chlamydia,2008,Louisiana,22,15-19,All races/ethnicities,Both sexes,"7,968",2427.1,"328,290"
Chlamydia,2007,Louisiana,22,15-19,All races/ethnicities,Both sexes,"7,021",2163,"324,599"
Chlamydia,2006,Louisiana,22,15-19,All races/ethnicities,Both sexes,"6,315",1988.8,"317,532"
Chlamydia,2005,Louisiana,22,15-19,All races/ethnicities,Both sexes,"6,057",1785.4,"339,253"
Chlamydia,2004,Louisiana,22,15-19,All races/ethnicities,Both sexes,"8,017",2337.6,"342,964"
Chlamydia,2003,Louisiana,22,15-19,All races/ethnicities,Both sexes,"7,934",2290.7,"346,350"
Chlamydia,2002,Louisiana,22,15-19,All races/ethnicities,Both sexes,"7,490",2124.2,"352,596"
Chlamydia,2001,Louisiana,22,15-19,All races/ethnicities,Both sexes,"7,128",1989.5,"358,283"
Chlamydia,2000,Louisiana,22,15-19,All races/ethnicities,Both sexes,"7,546",2060.6,"366,202"
Gonorrhea,2019,Maine,23,15-19,All races/ethnicities,Both sexes,73,94.2,"77,521"
Gonorrhea,2018,Maine,23,15-19,All races/ethnicities,Both sexes,67,85.8,"78,109"
Gonorrhea,2017,Maine,23,15-19,All races/ethnicities,Both sexes,58,73.7,"78,665"
Gonorrhea,2016,Maine,23,15-19,All races/ethnicities,Both sexes,34,42.4,"80,157"
Gonorrhea,2015,Maine,23,15-19,All races/ethnicities,Both sexes,49,60.5,"80,976"
Gonorrhea,2014,Maine,23,15-19,All races/ethnicities,Both sexes,28,34.1,"82,113"
Gonorrhea,2013,Maine,23,15-19,All races/ethnicities,Both sexes,24,28.9,"83,053"
Gonorrhea,2012,Maine,23,15-19,All races/ethnicities,Both sexes,46,54.3,"84,706"
Gonorrhea,2011,Maine,23,15-19,All races/ethnicities,Both sexes,40,46.2,"86,516"
Gonorrhea,2010,Maine,23,15-19,All races/ethnicities,Both sexes,25,28.4,"87,939"
Gonorrhea,2009,Maine,23,15-19,All races/ethnicities,Both sexes,28,31.8,"88,107"
Gonorrhea,2008,Maine,23,15-19,All races/ethnicities,Both sexes,19,21.1,"90,162"
Gonorrhea,2007,Maine,23,15-19,All races/ethnicities,Both sexes,14,15.4,"91,160"
Gonorrhea,2006,Maine,23,15-19,All races/ethnicities,Both sexes,21,22.7,"92,590"
Gonorrhea,2005,Maine,23,15-19,All races/ethnicities,Both sexes,34,36.6,"92,823"
Gonorrhea,2004,Maine,23,15-19,All races/ethnicities,Both sexes,50,53.9,"92,777"
Gonorrhea,2003,Maine,23,15-19,All races/ethnicities,Both sexes,37,39.8,"93,018"
Gonorrhea,2002,Maine,23,15-19,All races/ethnicities,Both sexes,18,19.5,"92,188"
Gonorrhea,2001,Maine,23,15-19,All races/ethnicities,Both sexes,33,36.1,"91,394"
Gonorrhea,2000,Maine,23,15-19,All races/ethnicities,Both sexes,17,18.9,"89,778"
Chlamydia,2019,Maine,23,15-19,All races/ethnicities,Both sexes,386,497.9,"77,521"
Chlamydia,2018,Maine,23,15-19,All races/ethnicities,Both sexes,840,1075.4,"78,109"
